address,stake_address,address_has_script,distinct_tracers_ever,distinct_tracers_now,output_rows,first_seen,last_seen,current_assets
addr1q8mz539tumjz9xkaev4s2n064w7n4kl4pq03k8vr2s4ge98rzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0segsrmp,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 00:49:15,2026-06-17 00:49:15,
addr1q8u5k8ch6k8r8ru5gxxlg75rrm9waupx362cnq0dp0nackhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0s37fl60,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 00:54:24,2026-06-17 00:54:24,
addr1vxs8fe0uhjar9hr8g7h3l6hgt7utng7e58280pnnrpp28gc0jryua,"",f,1,0,1,2026-06-17 02:08:30,2026-06-17 02:08:30,
addr1v9juh8xdjt9q39q3aeavwrq892664me5a37aea4ee8f29nqxhqhs4,"",f,1,0,1,2026-06-17 02:09:08,2026-06-17 02:09:08,
addr1q9g5xlgepj9x50w8fxtutzyvzkxpe3uksy5cry29hpaddju2c2p0cegfuq6mjmt58u263qj2qtnqqzl3swjcthxupjkqvg6p9k,stake1ux9v9qhuv5y7qdded46r79dgsf9q9esqp0cc8fv9mnwqetqm703rr,f,1,0,1,2026-06-17 03:16:03,2026-06-17 03:16:03,
addr1q9fe36t08fgxj0540dspyestaesuemwcq6fce5n0c4agf60rzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0snh94lc,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 11:45:44,2026-06-17 11:45:44,
addr1vxt60d6de5jwncx8d6sdq4dxm5rratep8z6y6g29z4sadgsaj4ncf,"",f,1,0,1,2026-06-17 11:59:13,2026-06-17 11:59:13,
addr1qxqlhh3wetp09cufzncy82utfqadax3wdzjdwp0c9atew50rzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sdhw795,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-17 12:04:33,2026-06-17 12:04:33,
DdzFFzCqrhtBatWqyFge4w6M6VLgNUwRHiXTAg3xfQCUdTcjJxSrPHVZJBsQprUEc5pRhgMWQaGciTssoZVwrSKmG1fneZ1AeCtLgs5Y,"",f,1,0,1,2026-06-17 18:10:50,2026-06-17 18:10:50,
addr1v9hnqhv682q04cf8jx7pcgufgphnsk0vgg9yucljnsvmr4ge7uz8c,"",f,1,0,1,2026-06-17 19:57:11,2026-06-17 19:57:11,
addr1qyjdj4y58dt7ttcpj50wssut2wkpyskr2wajac3esfplhvhrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0slgff76,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-18 10:43:06,2026-06-18 10:43:06,
addr1v85y3cqfmrft5js0agy0x6x7vzj830xufandhh5q5fjtqxc0wh37l,"",f,1,0,1,2026-06-18 10:48:54,2026-06-18 10:48:54,
addr1v82v5h6x9q6vagffvs29zqj5nu0lyhxk4p65z6lkvhedqhg7m0wpg,"",f,1,0,1,2026-06-18 14:04:56,2026-06-18 14:04:56,
addr1v9upmp9fq688p88u77hgwulkqs5cdluwrs6xlc6l536v6rskpj74m,"",f,1,0,1,2026-06-18 14:06:22,2026-06-18 14:06:22,
addr1vx9eaw0kmfq388c5743cktmmn9hces0h0qun8y20umsjensnuytxp,"",f,1,0,1,2026-06-18 14:11:36,2026-06-18 14:11:36,
addr1v96l3yu3gl7tekey427yef90fwn536s3ngdp44sv3gu6gcsvkdmgn,"",f,1,0,1,2026-06-18 14:12:11,2026-06-18 14:12:11,
addr1v985g9aksvtq97t8zft6tmj50n2872jx0sk9kemegsx3pqcv8985k,"",f,1,0,1,2026-06-18 14:13:11,2026-06-18 14:13:11,
addr1v8w4c8c6nmwcgllzftfn03q9pc08gy2g508mfdht8zlt3rg48xcp9,"",f,1,0,1,2026-06-18 14:14:29,2026-06-18 14:14:29,
addr1vyav5s7p8d7sar0u7kv5l7mf2sfgv8q47geyj3u3yreezvc2zd4q9,"",f,1,0,1,2026-06-18 14:19:38,2026-06-18 14:19:38,
addr1v8xj4rtdz87yhsj7djryly5afaw9aypkvsw604ht9r5fssc5ecgvq,"",f,1,0,1,2026-06-19 09:48:01,2026-06-19 09:48:01,
addr1vxe0rtdm6vslrxk2w2d5auqzxktmyhednjrr9canyfrvx8caxmqqp,"",f,1,0,1,2026-06-19 13:36:56,2026-06-19 13:36:56,
addr1v8uv847kv6cce0cptns340yq2jspsqhs83jtnme9552855seuavn2,"",f,1,0,1,2026-06-19 13:38:30,2026-06-19 13:38:30,
addr1v9qk7p76d8hjs3hh7s4rvugkuxjrdefvlvsk4vtwfhpa5tqpkja6t,"",f,1,0,1,2026-06-19 16:31:54,2026-06-19 16:31:54,
addr1vxsaw8z0cl6h6j9q0f8u2jn9e0lhg9zcvw98mp3yqn65jxsqwqee9,"",f,1,0,1,2026-06-19 17:34:34,2026-06-19 17:34:34,
addr1vx0pc9ueevcadt7mwcprd89md2fn8eqdq5kret0w00zarfc0s750d,"",f,1,0,1,2026-06-19 20:33:08,2026-06-19 20:33:08,
addr1v9m603t0z8axyvstwef4lhrtzharhv0mts9zv5t0ldcfgcc5pjetu,"",f,1,0,1,2026-06-20 16:02:19,2026-06-20 16:02:19,
addr1vxcs0p3xq8hatxv07dmr8uvl2g8wlasdx5udr8la3hsuh3q9lnkvu,"",f,1,0,1,2026-06-20 17:45:38,2026-06-20 17:45:38,
addr1vy0hh6xg90gpsetcdqllyx4tv37gplztjzpv45s87xmmj7qz0sg65,"",f,1,0,1,2026-06-21 13:13:07,2026-06-21 13:13:07,
addr1vyz7nxd6lktfeyzlglqvxjtg87axuezayt0w6q5g8dpckwggpr9uc,"",f,1,0,1,2026-06-21 13:56:30,2026-06-21 13:56:30,
addr1q8ytwnmvdg394feq94vekdmjcltnzl5cwvfmuf5lmcz396hrzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0sex85gq,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,1,0,1,2026-06-21 18:10:29,2026-06-21 18:10:29,
addr1v8npenlg59fxmu9j8c7j2q3l5hgzake3yj9qrqrauympf2cnytdp6,"",f,1,0,1,2026-06-21 18:40:08,2026-06-21 18:40:08,
addr1v9j9ww8yyj2x9guaheejgp4at8rfx3y32u99mn43ztjvj7skd8gjw,"",f,1,0,1,2026-06-22 18:30:52,2026-06-22 18:30:52,
addr1v9h8m5vvapeg5lahavyltt7qrmak7wtcrhwf494nvnj9qzgjsz9np,"",f,1,0,1,2026-06-23 13:41:59,2026-06-23 13:41:59,
addr1v9h4avku6aawfvngc9wgn44c6k3pmtqdcg0c6hm9vqdm83cdfv5n5,"",f,1,0,1,2026-06-24 14:41:36,2026-06-24 14:41:36,
