stake_address,total_output_rows,current_utxos,current_ada,first_received_time,last_received_time,last_outgoing_time,stake_key_registered,pool_delegation_certs,current_pool_bech32,latest_pool_cert_time,latest_pool_active_epoch,drep_delegation_certs,current_drep,latest_drep_cert_time,rewards_earned_ada,last_reward_spendable_epoch,withdrawal_count,rewards_withdrawn_ada,last_withdrawal_time,rewards_unclaimed_ada,behavior_class,root_combo,dormant_years,never_spent,principal_static,keys_alive_recent_cert,recently_active,rewards_never_withdrawn,institutional_passivity,batch_operated,currently_holding,custody_pattern,fe_control_consistency
stake1u8tkr4lx97lkqw77apqcwfzkncfmd68xcarg9h2zeht2dxgh29hgn,346,1,13.466560,2022-01-27 00:44:34,2025-04-26 20:20:16,2025-04-26 20:20:16,t,1,pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j,2022-03-21 16:29:34,329,5,drep_always_abstain,2025-02-11 03:10:21,2318235.231957,641,212,2318234.992995,2025-05-10 20:16:16,0.238962,,,1.19,False,False,True,False,False,False,False,False,MIXED,INDETERMINATE
stake1u9xkxdzv8f275qx8scx8v7qt0qrzyf804lczcp0fayq375s4d6az0,106,1,13.253600,2022-05-16 11:30:14,2025-05-08 12:20:19,2025-05-08 12:20:19,t,1,pool1qv3velgldz529zq904jy9qfrhdh0akwkkhylu2rymd6sw9m02cc,2022-03-22 22:19:34,330,0,,,1668382.700113,473,131,1668382.700113,2024-03-16 05:43:48,0.000000,,,1.15,False,False,False,False,False,False,False,False,MIXED,INDETERMINATE
stake1u8crtndmpus4uqq4u3yg6z2y3a402rwym450cjz7r6dnq0cgqzsgc,22,1,3.016206,2022-01-31 11:41:47,2023-09-27 16:13:13,2023-09-27 16:13:13,t,1,pool1f8py9p8xrt2ccmjeapjuwn5mpg9rve2wkgy34kzxu8zwcd3wpv6,2022-03-21 19:26:27,329,5,drep_always_abstain,2025-02-11 03:14:40,1148405.835723,441,111,1148405.835723,2023-10-08 00:07:59,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u8v4y8vxxlcd2lxkj34vgdtyzq2q4tucjfeq3gd8r2mflqsxw7vur,2,1,3.016206,2023-07-15 12:01:16,2023-09-27 14:30:03,2023-09-27 14:30:03,t,1,pool1j2wjlmw53xl40sqhxw9yk0y96nhyg8sjswwk5utntukwws0zda2,2022-11-03 19:30:17,375,1,drep_always_abstain,2025-02-11 19:46:57,29425.486555,441,14,29425.486555,2023-10-08 00:18:58,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxf8u49a6p8plqfj5jf59739wdy3ksgtu3t2p6nfdf7uvkg5w0fac,2,1,3.016206,2023-07-14 12:02:02,2023-09-27 18:40:19,2023-09-27 18:40:19,t,1,pool14cqn5jmfpw34azued5se235ml0ace3awst94cu682y8d29ndlrr,2022-11-03 19:28:27,375,5,drep_always_abstain,2025-02-11 03:12:01,41604.460054,441,15,41604.460054,2023-10-08 00:18:19,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxldwgnlv6ktx29xknutvf353kfrqymf8xgn36zj4v9h55g59w69h,17,1,3.016206,2022-01-28 17:26:04,2023-09-26 21:50:24,2023-09-26 21:50:24,t,1,pool1zmmwnfm8mwu5qrfah60hxa8w7lrsd0dgwpvj5ldt63a82c63xgc,2022-03-21 18:51:12,329,5,drep_always_abstain,2025-02-11 03:10:21,1212282.155357,441,113,1212282.155357,2023-10-08 00:08:56,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxnqywfn4puhs25hs505suku79mg8fsyfhg27w4t70lwdnqst0ztk,25,1,3.016206,2022-06-13 00:01:27,2023-09-27 20:20:10,2023-09-27 20:20:10,t,1,pool1qp20c7jwxnu6rmh3tgzlmlyaxg77awdh9f94a3g5y3lxvr523rn,2022-03-25 21:46:37,330,5,drep_always_abstain,2025-02-11 03:01:45,931359.506681,441,94,931359.506681,2023-10-08 00:11:30,0.000000,,,2.76,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyghq5fwp0l2rkpcxkwmgyt5776sv5hvs25wt4jm7hrr2jg9t0kfp,20,1,3.016206,2022-01-28 17:08:39,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1vheljad46m5040lj0z0f6j966ft78tl7ms4rj64ytrr7kw7t3dl,2022-03-21 18:33:31,329,5,drep_always_abstain,2025-02-11 03:16:09,1137760.173892,441,111,1137760.173892,2023-10-08 00:08:26,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyhv70lq3rrmt4xxn3z9z05ddjhnfz2mk2ekr89paeqxxecylupfp,2,1,3.016206,2023-06-30 12:03:28,2023-09-27 16:00:54,2023-09-27 16:00:54,t,1,pool1vscdcudhndfte7v0f2ywnflw4sqm6wptzh06xd74hq45jmzn02l,2022-11-02 14:10:19,375,5,drep_always_abstain,2025-02-11 03:13:04,28968.291115,441,16,28968.291115,2023-10-08 00:17:01,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyyl9720cgufzexqxr4qlcwe9ymd7gu2ls3c9dxryrlp7ugajlkc7,9,1,3.016206,2023-06-20 19:43:26,2023-09-27 15:50:14,2023-09-27 15:50:14,t,1,pool165aluqv7dcdnragfy2aeny4xue03xyefwusat8wlpu8mqxpu2m8,2022-11-01 21:07:58,374,1,drep_always_abstain,2025-02-11 19:44:03,199909.784734,441,19,199909.784734,2023-10-08 00:13:50,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u909uw2aey5ccvkltvjtreqt9vpqeul9zxryuzfj94x3vsc6ekql7,24,1,3.014464,2022-06-17 00:02:00,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1qp20c7jwxnu6rmh3tgzlmlyaxg77awdh9f94a3g5y3lxvr523rn,2022-03-25 21:47:08,330,1,drep_always_abstain,2025-02-11 18:18:05,974541.740548,441,94,974541.740548,2023-10-08 00:11:30,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1ux045sg3s2xd283d66xq3w22lyd89mtzy8lhcwjt2upxdwq90z9xv,3,1,3.014464,2023-07-18 12:01:42,2023-09-26 21:20:39,2023-09-26 21:20:39,t,1,pool1slmxqrcuddvefaymn2mm9qy3633ds7kw5wcw0kcg59kwyx5c6hn,2022-11-03 21:28:48,375,1,drep_always_abstain,2025-02-11 18:19:55,17826.139556,441,13,17826.139556,2023-10-08 00:18:58,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1ux4cr3llg2p20yxvgawlvqdx09n7yg48ty5yzp6jttckmjcdfckj4,3,1,3.014464,2023-07-01 12:01:24,2023-09-26 21:30:25,2023-09-26 21:30:25,t,1,pool1vscdcudhndfte7v0f2ywnflw4sqm6wptzh06xd74hq45jmzn02l,2022-11-02 14:11:01,375,1,drep_always_abstain,2025-02-11 19:52:28,23349.377771,441,16,23349.377771,2023-10-08 00:17:01,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1ux56fz2fqdycds6gquldk2tpkuyyp8ntlmp86jp5lg9qz6s90hyhh,3,1,3.014464,2023-07-05 12:02:35,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool19hycpwuvqd6w5zhrx89axun76phd7tjmq5trmxjzu5x82qa0lwk,2022-11-02 14:27:40,375,5,drep_always_abstain,2025-02-11 03:08:01,14271.652636,441,16,14271.652636,2023-10-08 00:14:37,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxgncgzw3009p07r9e0rs6n0f50asnch069gj6aydh0l50qgh84np,3,1,3.014464,2023-07-23 12:01:24,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool1re5ld34xeljh839pnc0m26yaxyp36cl0c8fajvuxrp6lu69fqpz,2022-11-04 19:47:01,375,5,drep_always_abstain,2025-02-11 03:08:01,15236.294146,441,13,15236.294146,2023-10-08 00:14:37,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxqzfuvxfrlval94umaaelljmnrma7hvyzh57gckztv4qfqa249an,3,1,3.014464,2023-07-11 12:01:22,2023-09-27 18:30:20,2023-09-27 18:30:20,t,1,pool1l2jv8nn6777cwjyt96lxamt5a0h8s807mve9u6hasdypqv5cszk,2022-11-03 19:15:50,375,5,drep_always_abstain,2025-02-11 03:14:40,17851.524812,441,15,17851.524812,2023-10-08 00:17:48,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxtnm2vyx8yw8hdetyzpt8w3emktfkkdv8wu7g6e5pu38cs39hthf,3,1,3.014464,2023-07-04 12:02:22,2023-09-27 16:00:54,2023-09-27 16:00:54,t,1,pool19hycpwuvqd6w5zhrx89axun76phd7tjmq5trmxjzu5x82qa0lwk,2022-11-02 14:25:16,375,1,drep_always_abstain,2025-02-11 19:39:07,16234.384014,441,17,16234.384014,2023-10-08 00:14:11,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxvv6chm2fh5vg9jygkvq2la6zkgamp29c5dqvg2e37dg8cpyjlvf,4,1,3.014464,2023-06-20 19:43:07,2023-09-27 18:30:20,2023-09-27 18:30:20,t,1,pool18t5chuxq82ssl39fczux8lyxfrnr6l92gavrkz27vvc4vjwgvjf,2022-11-01 18:13:35,374,1,drep_always_abstain,2025-02-11 18:25:46,17531.432538,441,10,17531.432538,2023-10-08 00:15:22,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyuznshe6qagevyg85sm2yjelad4wdhjagxap5rvalynyzgmjmhud,3,1,3.014464,2023-07-07 12:01:29,2023-09-27 17:30:23,2023-09-27 17:30:23,t,1,pool1a2jn7cgnqzxexx7p5pdrtc3tfgjm0x4csf9ax4sa69g9kkxxke6,2022-11-02 14:48:01,375,5,drep_always_abstain,2025-02-11 03:03:38,17741.834450,441,16,17741.834450,2023-10-08 00:17:48,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u8f6v24kuva0lyn3v7wtx2d8kmxtq474cznuekj7vk2zw0qhaw5js,4,1,3.012722,2023-06-27 12:01:41,2023-09-26 19:40:05,2023-09-26 19:40:05,t,1,pool1nz32f8nhawty9x29q6azxpqlxh406595lmldn3lgsq3ewae0tlx,2022-11-01 18:44:12,374,5,drep_always_abstain,2025-02-11 03:13:18,18965.256851,441,18,18965.256851,2023-10-08 00:13:50,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u94hd85km4c2dsvu59pfmwzqjjdqm6ph2xlqpuyg4wc77ds6gq28k,4,1,3.012722,2023-07-06 12:01:19,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool1a2jn7cgnqzxexx7p5pdrtc3tfgjm0x4csf9ax4sa69g9kkxxke6,2022-11-02 14:46:14,375,1,drep_always_abstain,2025-02-11 18:21:42,15669.123463,441,16,15669.123463,2023-10-08 00:17:48,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uy4x68z8qlstyy92rdruvwyhhfayk3h7tc08cvmkj58xhjcpkhu9z,4,1,3.012722,2023-06-29 12:01:30,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1lx3vj9zapwz9hlrj04yw8dfsk8e3d8nsljw4wwx4glfx2ph5l0m,2022-11-01 21:16:26,374,5,drep_always_abstain,2025-02-11 03:10:51,19373.215316,441,18,19373.215316,2023-10-08 00:17:01,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyfxqvu90hd9nlmsc709aklwfequf96juhqljukxr7jzpaqwsh4lp,5,1,3.012722,2023-06-20 19:43:07,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool18t5chuxq82ssl39fczux8lyxfrnr6l92gavrkz27vvc4vjwgvjf,2022-11-01 18:16:45,374,5,drep_always_abstain,2025-02-11 03:09:41,12281.677518,441,10,12281.677518,2023-10-08 00:15:22,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uyh9hw3lll8gr6k9um9a24a8pcyz6yj4aq9ld9u5l43q96sdg2ay9,27,1,3.012722,2022-01-31 11:38:37,2023-09-26 19:20:12,2023-09-26 19:20:12,t,1,pool1f8py9p8xrt2ccmjeapjuwn5mpg9rve2wkgy34kzxu8zwcd3wpv6,2022-03-21 19:23:36,329,5,drep_always_abstain,2025-02-11 03:14:40,1396320.982328,441,111,1396320.982328,2023-10-08 00:07:59,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uynsac74dcvw940vk86wgkzxu80emld2tmwlwut470h5t5q026fhw,4,1,3.012722,2023-07-30 12:01:36,2023-09-27 16:21:20,2023-09-27 16:21:20,t,1,pool1s9dxgxnu72x60aluxqs7dxu5w344vldp8sgesfzzzgd5w0ln8r8,2022-11-04 19:57:11,375,0,,,10618.437287,441,11,10618.437287,2023-10-08 00:20:49,0.000000,,,2.77,False,True,False,False,False,False,False,False,DORMANT_2Y_PLUS,INDETERMINATE
stake1uypu4ykcpjpgtnewvyvzl9sfg47zqc7cywkrq8aqeuxnaec8y9qar,29,1,3.012722,2022-01-28 17:23:12,2023-09-27 18:10:13,2023-09-27 18:10:13,t,1,pool1evlpg292f5jqeffgah7ejtt9px68xdvyn2glp4cwtv8l6mgu6qe,2022-03-21 17:58:39,329,5,drep_always_abstain,2025-02-11 03:09:41,1396112.837022,441,113,1396112.837022,2023-10-08 00:04:47,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uxghxrup8sec7n5zsysjrvgextaj62mfy3n5078mu3zaxlgj3crd6,27,1,3.000525,2022-01-28 17:24:46,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1zmmwnfm8mwu5qrfah60hxa8w7lrsd0dgwpvj5ldt63a82c63xgc,2022-03-21 18:51:12,329,1,drep_always_abstain,2025-02-11 19:53:33,1527041.583669,441,111,1527041.583669,2023-10-08 00:08:56,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u8vfctapg79ytgtnehsm3rx8rwqt9k3tzuav6dz0qjhc2usfqfrcm,33,1,2.995298,2022-01-28 17:07:45,2023-09-27 17:10:32,2023-09-27 17:10:32,t,1,pool1vheljad46m5040lj0z0f6j966ft78tl7ms4rj64ytrr7kw7t3dl,2022-03-21 18:35:58,329,5,drep_always_abstain,2025-02-11 03:03:38,1569450.199751,441,113,1569450.199751,2023-10-08 00:07:53,0.000000,,,2.77,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1uycpuensksew5q847a3yng79tkjlx0ql5s37s4jt0ny7k7cfeywsz,19,1,2.990070,2022-09-22 12:00:42,2023-09-27 20:40:06,2023-09-27 20:40:06,t,1,pool14nxj3szga2tgllwenjgajfl3y4t570yghhyk36d2heuqvy63wl3,2022-07-26 23:50:48,355,1,drep_always_abstain,2025-02-11 18:18:39,1114926.290890,641,75,1114926.277716,2023-10-23 00:11:40,0.013174,,,2.76,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u8m8lgr5u65kdhc3u2p7ahxdtj7cwh2lxgjemy7975emyqs80f929,37,1,2.962144,2022-08-23 00:01:02,2023-09-27 20:40:06,2023-09-27 20:40:06,t,2,pool1dqzprrl8305mlysnh85znqpe22lg0q2d9zest7jjhugajuf46kv,2022-08-29 19:38:01,362,5,drep_always_abstain,2025-02-11 03:03:38,1212183.944615,625,129,1212183.912992,2024-11-11 00:07:26,0.031623,,,2.76,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
stake1u9syjjz72yumjuus538m0ktrfgm5jy4ly3zy3xk08m8k93c4put4e,53,1,2.953432,2022-01-27 15:40:59,2023-09-27 20:40:06,2023-09-27 20:40:06,t,1,pool1evlpg292f5jqeffgah7ejtt9px68xdvyn2glp4cwtv8l6mgu6qe,2022-03-21 17:57:22,329,5,drep_always_abstain,2025-02-11 03:16:09,1385928.764020,441,112,1385928.764020,2023-10-08 00:04:47,0.000000,,,2.76,False,True,True,False,False,False,False,False,CERT_ACTIVE_PRINCIPAL_STATIC,INDETERMINATE
