gov_action_tx_hash,gov_action_index,type,submitted_at,ratified_epoch,enacted_epoch,expired_epoch,dropped_epoch,anchor_url,title,requested_lovelace
73a4eb2148781c37ef37c90a33a1d3d00511a8eefe9cdfaa1ea593b090f23f96,0,InfoAction,2026-02-07T03:55:52,,,618,619,ipfs://bafkreid7tr5uotr4bp2jp54q7lbm5p5eldncuahprj53msy6kqgjscyrdu,Net Change Limit of 300 Million ADA for Epochs 613–713,
dfdac5921ab657241fce58583d61bef59a369e01d2ba78191d6df6632a07fdfd,0,ParameterChange,2026-02-10T02:47:12,,,,614,ipfs://bafkreigmd7xasljkmisbal5pu2xcqolr2fkre4jnlllgqrof4wctadxa7m,Reduce minimum Constitutional Committee size (committeeMinSize) from 7 to 5,
2f2fc2539dde550d3c83bea67c11b03861407976bbe8d07c5b0e124aa8a12baa,0,TreasuryWithdrawals,2026-02-23T15:56:10,620,621,,,ipfs://bafkreicshobgfe6o6siinj6ym4yxpz4dyyf3dqfex3w42htfvhpdn6msfu,,10142000000000
e9693ed6b6465b2b46daaf641486a12b4b2946081634b5967b9d98897b0598fa,0,InfoAction,2026-03-05T16:01:57,,,623,624,ipfs://bafkreidkxk3akjqukgyuxp65g2pesfbhk2miepg7cd6tq7u2hujxmxqzvu,,
f35285db3c4e085ad331843b3007737952b8a322bb3216311edc37fdf44ad3da,0,TreasuryWithdrawals,2026-03-07T00:00:31,624,625,,,ipfs://bafkreibeffgc4ow5rxbttesgqqe36copa5rejtsw6b4jruwow2p3wahxtq,,6900000000000
e5c4d7ebaad03ac127ec19a286605a188d6fea1c54e075c619ca6993b7fa9fd1,0,TreasuryWithdrawals,2026-03-10T01:52:56,624,625,,,https://raw.githubusercontent.com/theeldermillenial/2025-liquidity-budget/f824da7f0c2dbab15e324d1736a967de87d34f7d/w1.jsonld,,800000000000
8807e3cee3be5647742c329c1dea242f0c1c29b8ad050e15169e3b0302fcbfd6,0,TreasuryWithdrawals,2026-03-12T22:29:04,623,624,,,ipfs://QmPXYnQ65EuKCVPrWfDqFZmiF8Y4PzxZ87XrGs6UaMkNru,,50000000000000
b518efa466593906ab388f978b3695449809aacdf28d2aaf4eb5ba16b3c24a1e,0,InfoAction,2026-03-17T09:56:15,,,626,627,ipfs://QmV9raiDbx8cs5wspNT8EiX5ReusETusVerwQBSrmhrX8N,Approve Cardano Foundation as New Managing Entity of Project Catalyst,
b11527fbcdc9d41e8f497de64a029a18673a5eefc413718459046f0b7a1a6656,0,TreasuryWithdrawals,2026-03-29T14:56:18,,,628,629,ipfs://QmNuDfoojLyBNqk7qEXjd4UvZUKRX5aALjRUydrrr1pxWb,,8035714000000
bd91fa7ea9b4e09f76cbde3abb0b564ffc60b27e18af464ccec9bef9c718d087,0,TreasuryWithdrawals,2026-04-09T13:49:24,,,630,631,ipfs://QmPZ6yDL62ms5ZGQfrPUXEDANrY9e2qrrzWVXRzbhJennk,,14076539000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,0,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmUnSimkwuaXX357ugYxDkiUMzsKTYgcWvV74xWbiXUt3Y,,3601926000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,1,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmeNzwKE9bMyr65E4Dxtvoji7WBbazXUVykqQWq1pHXZvQ,,13103039000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,2,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmNqVt8X1EX9iJJXGaEeiZ5nbePL91NkZcoVedpn6gfKWA,,27714342000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,3,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmZMFAZvCxW6HpRC1EKzNcensJv9N89yzKPn7uRTTJdTpx,,62134630000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,4,TreasuryWithdrawals,2026-04-22T13:11:01,,,633,634,ipfs://Qmf3GSWna8PQFF2Vi5Css4R5pvGfaVUZ1zhCfHw9LqGKNV,,10425871000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,5,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmfM3VRtGvpmxTDYrgGJoPSLW41SiNyeazfjusg98jrATS,,13078578000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,6,TreasuryWithdrawals,2026-04-22T13:11:01,633,634,,,ipfs://QmPkZ6Azo1tJfWVRjwn8G1Qk7k1SC3Vk3L21WFPSracCzg,,11877575000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,7,TreasuryWithdrawals,2026-04-22T13:11:01,,,633,634,ipfs://QmSaGx6WutdwLgfsw34JyawNf1a7XuK1YchEerdKSp8EkT,,7920000000000
73e171a4c0730b4b59ecae271ab89f12a9d56360b02920e1f95107dbdc1d6762,8,TreasuryWithdrawals,2026-04-22T13:11:01,,,633,634,ipfs://QmVdGh1cXgsMXGRS7mzxurxtkaqhU7VJMjx4piNSSHrBs2,,12290000000000
7b42570b685aa6085c8345f894a6b04df06cb6fb17f9f252cfe891ceae705ddc,0,TreasuryWithdrawals,2026-04-29T06:01:08,,,634,635,ipfs://QmQeNSMNUDWy75tgjPLqqUXDN7YvkVH6GS8iHx6P8adCAy,,7800000000000
3f0ff0d848cab1036621f92732fef5ea1cb6466305889777ee95496933dfd1e4,0,TreasuryWithdrawals,2026-04-30T05:45:51,634,635,,,ipfs://bafkreibmdzs4o5samwbjct7j6ufjbvqfyqj7yudgrklnb2yi3yznle3yae,,3303750000000
b4b48b8b822bb0039d312795821339b3719dfc0f682d51064dae716a7610e102,0,TreasuryWithdrawals,2026-04-30T08:25:42,,,635,636,ipfs://bafkreifl24qjwnj4qa2vqaun3wfwg7z4lzcgg3okdpdbqoa4oiouwfwdsi,,1768167000000
af15a6627176f13be28100d7aa96a40f103f63c98e553869e38ab135ff4292cd,0,TreasuryWithdrawals,2026-04-30T13:50:52,,,635,636,ipfs://bafkreifdoitcxw4anxadosoqi5y5ny647hym4u62gpyvkkuyg7wpnq6gbi,,39787316000000
2f583d8efb7a01da81df432f561a5a9bb2f5749555cea3e19d5097a9bfb06b52,0,TreasuryWithdrawals,2026-05-04T06:15:29,,,635,636,https://most-brass-sun.quicknode-ipfs.com/ipfs/QmSNGYbjMQfb8tMvPtqi5bdMeXsV5M27iFecFvddWmC8xL,,2400000000000
4705a3e4e2b3837c370774c357e31fb30aa02279ff8d34a770d855f905e502dc,0,TreasuryWithdrawals,2026-05-04T22:23:43,,,636,637,ipfs://QmbQPrRhUUtvqNitu9mgC8esM3kXmR5iHGhEkLX1UZaLDy,,4600000000000
4206ae0bc11ba74f9eb86cd561ba684e44f0f9dfe12bc8f23911422a7e0a75f3,0,TreasuryWithdrawals,2026-05-04T22:37:49,634,635,,,ipfs://QmYJynuvpv1mY7yWDL763LcscHrFSCAW9d8SvCDf4BRdHK,,4600000000000
5ad10ad39f49a0f93ac91e70482f114fdbcbc05b20ac774dbe23a82efbcb820a,0,TreasuryWithdrawals,2026-05-07T08:54:58,636,637,,,ipfs://Qmd1pXncVGaAwaZEBcDQqyj9jLjixk2mRpBwpuf24occP9,,32916000000000
0b3c83b5e62a63603948c247b47cfd012279756fa38cf73b0c6c19ce63f0868c,0,TreasuryWithdrawals,2026-05-11T17:34:46,,,637,638,ipfs://QmP76MXJwp19ZAcX8soUPyh5jcvMoK1DoLbxAJT9LLRhDK,,12000000000000
e0900fddf52f1f2f6439fa8a3aaa8c224ab59b6074d0e2db3b27c8f06b0e5d33,0,TreasuryWithdrawals,2026-05-14T15:09:43,,,637,638,ipfs://QmPuukXDGrY4VjeprLZhovQfWCY5RDyXjQAPUKhRFNPiDT,,8503000000000
9a020ea7a6a0d813ff08c92bd8300b26077ae69a4b827c4d432ac665120325d7,0,TreasuryWithdrawals,2026-05-15T12:52:13,,,638,639,ipfs://QmWmEKFTae7Q12HUeVyMui6ReCuTXRx55W6eahBGn9ECgn,,1680000000000
c05eed09c8706453c97c88d403c4ff43b7786a552fe8711aa07d3e6529ffd8ba,0,TreasuryWithdrawals,2026-05-20T20:58:08,638,639,,,ipfs://bafkreia3kwal45bb6ivjxzqohw6yvwkeiximblnfccsribzdny3mfb6fy4,,23000000000000
aaa6d9ccb72639c77db46b73bec2eaff9e5fcdfa04909cf1a0f7855a4d31485a,0,TreasuryWithdrawals,2026-05-21T14:23:23,639,640,,,ipfs://QmbLLQDmduuWJNESHtWXqFCKXTL6g8PvchzmMx7QavkeYS,,10000000000000
c82f3834898e4d70d3605fa0d92ffe31345701075b107a54309c1525f9581f62,0,ParameterChange,2026-05-26T16:18:46,637,638,,,ipfs://bafkreie4ykbbk6rjpiqqjcqhubk3b2yrzgvpntm4ozopx2ospendufvhyu,,
3f4b022c9913d52f9f39a8c82a1b9ebe5143fb745f3531f9366c7268bf9b9ce4,0,TreasuryWithdrawals,2026-05-29T17:58:46,,,640,641,ipfs://bafkreifbqd4hblfoi24clcyg4kzr4o2nivgprtaj7hi4uqdnjrvdz3rsfq,,2750000000000
17e43ffe4b2e0df1787d54f21ac66643c74abb131a326272fceecbdbbdd0d3fc,0,TreasuryWithdrawals,2026-06-03T16:13:33,640,641,,,ipfs://bafkreieyqnaojdv7rofmwd6pndv3j6uuho6cnyyjcowbk5p5x2ux4e744e,,18263496000000
c75bb221606687aa858ec89c7a15c88e9c17054f2e045ae31ecc8a9687cd206e,0,ParameterChange,2026-06-05T17:09:29,642,643,,,ipfs://bafkreidbxerdwxxntmmr6qvjvquyla3qbwhk3flfqjbm3d5lj2ubxfk3aq,,
4f6e5df9a6e14bd49e406e2bbb0d108b3be2be64b9569b930053a0c1eebe0d47,0,TreasuryWithdrawals,2026-06-08T19:56:01,642,643,,,ipfs://QmYaPeha2PvacQxAwt5ZRsunGGgVbNwgDzu9pxLWA8zS9d,,5100781000000
5d3a1f657fe330b51b459ca9b482fc1a3b6e3336227f880d8a058771c23e3ce2,0,InfoAction,2026-06-09T13:12:15,,,643,644,https://raw.githubusercontent.com/AGT-T/RTG/refs/heads/main/data.jsonld,Reforming Treasury Governance,
d52a4917df4f91c342eaf06ebb4c0a5c3156f6412d137f307cc77eb911f47ab1,0,TreasuryWithdrawals,2026-06-09T14:15:26,,,643,644,https://most-brass-sun.quicknode-ipfs.com/ipfs/QmSy2CiQhPBzzNLKDFVvMQaDb1FQDbmn9bJf6fVntVAQ1t,Reimburse Ikigai Info Governance Action Deposit.,103000000000
fbb8d1a4a8d6b62f8cd706944a0582b884c2b90187b8fada7953d5c6a33eb5a7,0,TreasuryWithdrawals,2026-06-16T09:20:06,644,645,,,ipfs://QmQ6cDaLLeBMnf1zio7Xn8jV8uTUk68tPirx5uKH6HLr3L,,2350000000000
fdd468da5cc4ac8431dcd7e2b3211666c73bc229f85879469f67f1d9d51d344d,0,HardForkInitiation,2026-06-16T15:49:53,643,644,,,ipfs://bafkreib3ds3bj7izvspcmodz543m5y66slpcmoifzmvpl6xvq6mozaak64,,
8721696358acdd43e34e5ed9ef1b3e2a1d2af9c1aa1972e017b9b9271b7ddc70,0,TreasuryWithdrawals,2026-06-18T20:16:52,,,644,645,ipfs://QmYM4nuNZTVMiMmvCr7mntct7YE1VgWyLgxGhyfWptgFgC,,9000000000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,0,TreasuryWithdrawals,2026-06-23T16:14:33,,,645,646,ipfs://bafkreie2tzzdv7w4b2rplt3ng47abfyutra2agiyqdlxvgexpljdvkaezm,,3961538000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,1,TreasuryWithdrawals,2026-06-23T16:14:33,644,645,,,ipfs://bafkreie3kt3363c47zgywymkz6sb5ae7b7i5ljepn3pmhjdjlpwuwptngi,"Withdraw 540,750 ada for by TxPipe Dolos: Maintaining Cardano's Lightweight D...",540750000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,2,TreasuryWithdrawals,2026-06-23T16:14:33,645,646,,,ipfs://bafkreidws5xwzccvn6lqlqroqmkdhob4uop6k7mvrrjbs5gaxskevkerbe,,1310960000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,3,TreasuryWithdrawals,2026-06-23T16:14:33,645,646,,,ipfs://bafkreifcdcyszxluac2norfjt7shba7uycplnwrkzr2ebkbpdxvpwo6unq,,1193000000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,4,TreasuryWithdrawals,2026-06-23T16:14:33,645,646,,,ipfs://bafkreibk6uedirxck6snc6lozidgc77gu322rvdn572xjfpt6iyql4qe6i,,25400000000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,5,TreasuryWithdrawals,2026-06-23T16:14:33,645,646,,,ipfs://bafkreibk6hukcc2ou2aabwau6a6xcaqn7mwo2vj2wzpk723yxlmdn2dcra,,3810423000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,6,TreasuryWithdrawals,2026-06-23T16:14:33,645,646,,,ipfs://bafkreidixjkquc6xtimbbdwet2klabcdzbt6kduktlca2ywl3slpqlgx2q,,1162746000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,7,TreasuryWithdrawals,2026-06-23T16:14:33,644,645,,,ipfs://bafkreicf3r76m64xzy4jqhfbbhmzwpjz2qcw7q27hzjm3r7eo24lbxr7li,,540750000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,8,TreasuryWithdrawals,2026-06-23T16:14:33,644,645,,,ipfs://bafkreicg6l7ug42xjsai4p7smkwqt4ly4zuzy65weenhiwehgub7mcbg4i,"Withdraw 540,750 ada for Pallas by TxPipe: Maintaining Cardano's Core Rust Li...",540750000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,9,TreasuryWithdrawals,2026-06-23T16:14:33,644,645,,,ipfs://bafkreidzymldukq7tuixvvwpwdqizfuz3pgtuon4b46pwjdciuxsordbue,,1684050000000
b3d452bff7769d7f557ec6b8974760ee6c5e496c276652b654032966621e0ccf,10,TreasuryWithdrawals,2026-06-23T16:14:33,644,645,,,ipfs://bafkreie4xwthsxjris2oc6sbmhspo757t6zdnyiyd6o4d7zyxs6vh5bzmy,,540750000000
0f75dd11be0b7a6cb4b305a175b17cf4b60cd307c052fccabf9f572950e70583,0,TreasuryWithdrawals,2026-06-24T03:01:28,,,646,647,https://raw.githubusercontent.com/sundial-protocol/alchemy-proposal/d5460de0ed4af81602c44b65567dd8a54cf1c61c/data.jsonld,,10000000000000
4b7abfa70d98858750c50cd651d54c2955303b5410b34f40eb259f2fffc7c939,0,TreasuryWithdrawals,2026-06-24T16:47:14,,,646,647,ipfs://QmT8VE8KBqPUYRpev2jybiMENhPrDh9gwjoNW9Pmgw4ffj,Cardano Builder DAO,20000000000000
35b44189eb4795d5775122da52a3a115753f83fd662dd1ff205ea633fc99b34e,0,TreasuryWithdrawals,2026-06-24T19:30:39,,,646,647,ipfs://QmYVmiR5xqF5kTW55EazGVsC5rsBxPno94m1sDu4SFndMc,,4969231000000
d8de068952df50c862fa1bce9b8180d3387976cbae0fb2c3d9ef84f0faaf64d6,0,TreasuryWithdrawals,2026-06-24T21:25:59,646,647,,,ipfs://QmdWtCCvK6CJUzP4SFiuL5W8hg3eNr5LyngJHnwjoNxJey,,1785333000000
5439b6141625436ccf600f910bb0b3301b6288933a2cdf7939758848ae8b9997,0,TreasuryWithdrawals,2026-06-26T13:51:52,,,646,647,ipfs://QmYiT1K8KUr5wvAEkuLmiFJm79oy9pZ8CB3PbToAUePDYp,,9832979000000
3234567a3f48ace25efc150f1369192615974e232ea06e0251701831d9e4486d,0,TreasuryWithdrawals,2026-06-29T14:02:41,,,647,648,ipfs://QmcZPndRnPR3giqybj1u24VVFx5q4csN9uYHuFCtT38uqD,,2464844000000
c0660dfd01b0a2d9ba7bac02014370096242ec756031b57d78080844fbbe9c05,0,TreasuryWithdrawals,2026-06-30T10:33:59,,,647,648,https://most-brass-sun.quicknode-ipfs.com/ipfs/QmcYmPjBjNMz4fuSJcyFmBRuCHuoGcQjvwRELsEm4DW1YD,,3333000000000
a75645e0871f3dbb6207df867d9bd6a1a3a5befa40d68df6da651db4d6607fbf,0,InfoAction,2026-07-02T16:33:15,,,647,648,ipfs://QmXFz2SrMXustcHZzmg6kz3vXRThebgyZ4pChF9grxqqMD,Net Change Limit: Cardano Treasury (Epochs 613-713),
dfd81f8db652fd9263e0ce3bef043b4823045ec3a5da10c817681ada7a23f034,0,TreasuryWithdrawals,2026-07-03T19:20:39,,,647,648,ipfs://QmZwHmFoyhd18WMRhv9356CXfbUqjkPsKKGZtCpVLaWgcU,,12332031000000
2f429bde312c0806bd16199da10f4145da9807161e99d4486174c6fb9a91f983,0,TreasuryWithdrawals,2026-07-08T03:35:17,,,648,649,ipfs://QmRyqT2c9tHbk9hMrYjjpJ3omRSC2HpSVCBT69kYsm7Szr,,4094000000000
529dccaadaa000746c22f1682574cb3f436eeba4d19710b90791a54226dc96d7,0,TreasuryWithdrawals,2026-07-09T16:30:25,649,650,,,ipfs://bafkreieaerpnfvjblld4pywite3rbfxkebf2fvlacerklrdmsfvp4kvui4,"Withdraw 120,000,000 ada for AlphaGrowth’s Cardano PRIME",120000000000000
48bab0ca71cc46f2ee421242b14f292b8c8382bda707d03ea662644bed22b893,0,InfoAction,2026-07-23T15:57:02,,,651,652,https://str8pool.com/governance/2026-07-23-FabianvBergen.jsonld,,
ab474223d40e2e3540555364be27e161a809c33651408f43d84acff10c0ba306,0,ParameterChange,2026-07-30T17:21:01,,,653,,ipfs://bafkreifc5ct5fpeu4ygx6k4cqzbyzny7xfmuljywgn7jge3zkf2tidacym,,
729daaf2f9f89f842a61f6e3ebf7e57d16d6fa4116e29c13114780cb39090850,0,NewCommittee,2026-07-31T17:34:42,653,,,,ipfs://bafkreif22553h3reaedrd376hzgkjng6kxnb3o7ycu3j4pzjbcjerv2bce,,
f57f8fcb4e83ad1b6f58bffd4a302aacbb5a90874c83c5f84a7f8b4bb43ce9bc,0,TreasuryWithdrawals,2026-08-14T18:47:38,,,,,https://gray-top-unicorn-495.mypinata.cloud/ipfs/bafkreia4wvoh2oa4hb55kvsxt3adyrrl2lyn245huo4lkeyhus3yvijq2q,,4207967000000
7d37220b71806410cc8adfbdafbad494e1ce3fdc674ab13c88a72b3b27de78d9,0,TreasuryWithdrawals,2026-08-17T08:18:17,,,,,https://most-brass-sun.quicknode-ipfs.com/ipfs/QmSy2CiQhPBzzNLKDFVvMQaDb1FQDbmn9bJf6fVntVAQ1t,Reimburse Ikigai Info Governance Action Deposit.,103000000000
